INTERACTOR_A	INTERACTOR_B
dm11586	dm8951
dm2093	dm3808
dm106	dm7069
dm321	dm8962
dm13085	dm13601
dm1435	dm6416
dm6886	dm8315
dm2193	dm4353
dm13417	dm6436
dm1500	dm938
dm2125	dm4212
dm7004	dm7426
dm3844	dm6983
dm11831	dm2879
dm13382	dm1848
dm11636	dm547
dm2334	dm9707
dm11862	dm12299
dm12269	dm2045
dm9205	dm9554
dm1508	dm9277
dm3402	dm3716
dm1856	dm6163
dm11188	dm8770
dm11680	dm4333
dm12331	dm9594
dm10141	dm12699
dm5846	dm5894
dm3967	dm4087
dm2491	dm526
dm10080	dm5173
dm4282	dm7688
dm670	dm8186
dm3222	dm7061
dm11234	dm7953
dm12274	dm9755
dm11680	dm8687
dm6140	dm9106
dm6047	dm9312
dm12995	dm4842
dm5315	dm7611
dm2276	dm7949
dm11122	dm7888
dm12743	dm7403
dm10141	dm10897
dm6142	dm6584
dm3751	dm5452
dm3363	dm4232
dm1889	dm5955
dm2228	dm6771
dm191	dm3078
dm11426	dm7723
dm11539	dm8312
dm2889	dm3211
dm3151	dm6211
dm9056	dm9308
dm3059	dm4153
dm10030	dm7199
dm10419	dm10436
dm2203	dm8920
dm1706	dm7693
dm10682	dm11074
dm6770	dm8667
dm12071	dm9975
dm11486	dm7513
dm567	dm9680
dm5848	dm8821
dm4825	dm9236
dm11607	dm3751
dm10551	dm6888
dm12593	dm5513
dm10729	dm6295
dm3896	dm4153
dm12557	dm1676
dm10452	dm8309
dm1155	dm2398
dm11819	dm3291
dm10638	dm736
dm13515	dm7055
dm425	dm694
dm11528	dm7417
dm1185	dm2698
dm11583	dm1724
dm2996	dm9233
dm3211	dm6715
dm10981	dm2236
dm7182	dm7417
dm12908	dm7182
dm5292	dm6259
dm126	dm1401
dm13142	dm1420
dm11042	dm11042
dm1988	dm8568
dm3481	dm68
dm11819	dm7640
dm7024	dm7217
dm7926	dm9492
dm13039	dm1567
dm12192	dm3363
dm5070	dm7609
dm11683	dm9551
dm3581	dm8038
dm10550	dm9763
dm11050	dm6447
dm11359	dm8157
dm11506	dm2175
dm3521	dm6357
dm1483	dm9183
dm11238	dm8667
dm1681	dm498
dm10453	dm11836
dm11507	dm13218
dm11456	dm13874
dm13242	dm6972
dm3192	dm9592
dm3540	dm4637
dm11379	dm13684
dm1040	dm6279
dm7184	dm7184
dm6076	dm7317
dm1255	dm2889
dm12237	dm1634
dm3669	dm5483
dm7610	dm9061
dm1743	dm2379
dm10553	dm5492
dm6294	dm712
dm6784	dm9251
dm3958	dm6909
dm5419	dm7741
dm3044	dm9592
dm6447	dm7213
dm5061	dm6667
dm10887	dm12109
dm11031	dm590
dm12401	dm884
dm4130	dm6259
dm146	dm3616
dm12413	dm1459
dm7610	dm8817
dm1139	dm546
dm10340	dm5062
dm11261	dm9659
dm1271	dm6974
dm8023	dm8838
dm10141	dm4507
dm11045	dm13175
dm10084	dm4506
dm4762	dm6554
dm5264	dm9704
dm12114	dm13597
dm11238	dm8271
dm13239	dm559
dm11238	dm11412
dm13879	dm2246
dm12051	dm9056
dm13219	dm4549
dm7611	dm9797
dm12120	dm9253
dm4358	dm4466
dm3182	dm7733
dm1326	dm2193
dm8402	dm8514
dm4565	dm9251
dm3182	dm498
dm1607	dm6126
dm5400	dm7333
dm6103	dm6211
dm6868	dm7498
dm498	dm6666
dm4204	dm5403
dm164	dm5473
dm8084	dm8166
dm2377	dm4548
dm10707	dm7831
dm11529	dm12437
dm4637	dm7181
dm6667	dm7546
dm11384	dm3432
dm11188	dm13297
dm11188	dm4127
dm11032	dm3868
dm3321	dm3896
dm5720	dm8347
dm10929	dm6007
dm6892	dm9253
dm13817	dm5721
dm3613	dm4569
dm11727	dm6551
dm14045	dm5152
dm11818	dm8652
dm1181	dm5707
dm10314	dm12696
dm5121	dm9129
dm11122	dm6401
dm1081	dm6299
dm6404	dm7599
dm11207	dm8076
dm6666	dm7512
dm391	dm6001
dm13966	dm2576
dm3885	dm7089
dm10082	dm3894
dm6937	dm7258
dm497	dm5449
dm1724	dm6209
dm2787	dm8088
dm7254	dm9090
dm10238	dm5070
dm5466	dm5703
dm7974	dm8351
dm3288	dm8431
dm6301	dm9131
dm11290	dm5172
dm12412	dm7514
dm6317	dm6886
dm10633	dm4008
dm6959	dm7076
dm13037	dm2125
dm10317	dm14016
dm10163	dm13581
dm4130	dm7756
dm12045	dm2464
dm13580	dm5846
dm12054	dm8730
dm884	dm9372
dm13240	dm8666
dm4311	dm5937
dm9204	dm9761
dm12239	dm7163
dm10455	dm1716
dm11794	dm1627
dm3587	dm7728
dm11076	dm4442
dm13583	dm9760
dm11100	dm12534
dm1337	dm8274
dm11311	dm11930
dm11088	dm11562
dm2162	dm7161
dm1499	dm7859
dm4836	dm6930
dm5459	dm7741
dm11343	dm1464
dm1918	dm2653
dm1988	dm78
dm5721	dm8767
dm3074	dm3251
dm3912	dm5192
dm4590	dm8495
dm13967	dm9021
dm262	dm3772
dm10951	dm2999
dm7182	dm9253
dm12647	dm6260
dm13991	dm2193
dm11639	dm2135
dm4824	dm6007
dm1465	dm6715
dm2337	dm8667
dm11483	dm291
dm11289	dm13173
dm12113	dm3568
dm4494	dm4957
dm4598	dm6464
dm613	dm6909
dm6868	dm6924
dm11989	dm2187
dm10533	dm1355
dm11367	dm5224
dm1281	dm7609
dm1551	dm6077
dm4838	dm8646
dm5292	dm9907
dm1099	dm8768
dm11088	dm834
dm3832	dm701
dm11119	dm7163
dm4360	dm480
dm6390	dm6669
dm4204	dm7525
dm5583	dm8186
dm5894	dm5995
dm1526	dm4046
dm2787	dm8568
dm4080	dm8402
dm2705	dm3895
dm10378	dm629
dm6518	dm8949
dm6688	dm8884
dm503	dm8766
dm7811	dm8350
dm196	dm9577
dm6298	dm7953
dm14056	dm4318
dm2436	dm5292
dm2398	dm3416
dm4160	dm5757
dm390	dm5995
dm6031	dm7908
dm12027	dm4826
dm10317	dm972
dm11011	dm11121
dm11381	dm3877
dm11581	dm593
dm2196	dm8447
dm12094	dm13297
dm13583	dm3662
dm1143	dm5298
dm7002	dm8870
dm13125	dm2879
dm13535	dm4824
dm2464	dm5745
dm11100	dm4442
dm10678	dm2228
dm8186	dm92
dm8256	dm9640
dm12788	dm6448
dm11234	dm14041
dm2996	dm3818
dm5408	dm809
dm13178	dm5293
dm12882	dm4493
dm3615	dm9704
dm190	dm4497
dm11383	dm3692
dm2416	dm433
dm4824	dm5822
dm1027	dm10419
dm2813	dm6667
dm11991	dm5846
dm2491	dm3636
dm11748	dm12268
dm12856	dm6389
dm3182	dm6359
dm4171	dm7952
dm13535	dm2344
dm4901	dm8371
dm11032	dm8454
dm11454	dm859
dm6086	dm8951
dm1663	dm4241
dm10084	dm7693
dm11311	dm6447
dm11836	dm5298
dm6518	dm9233
dm10080	dm7272
dm3602	dm7554
dm13084	dm2738
dm1680	dm2661
dm623	dm9536
dm12383	dm4007
dm7741	dm8667
dm13576	dm6585
dm126	dm7182
dm11682	dm7993
dm373	dm8371
dm9592	dm9619
dm11662	dm3369
dm12401	dm13597
dm1526	dm379
dm2309	dm9755
dm2902	dm7621
dm10213	dm12169
dm10238	dm1228
dm13334	dm2280
dm132	dm3626
dm2533	dm8272
dm1320	dm6429
dm9308	dm9583
dm6887	dm8158
dm572	dm7188
dm3601	dm4836
dm12070	dm1428
dm6259	dm9269
dm3290	dm4320
dm1540	dm834
dm2467	dm7610
dm3919	dm7325
dm1401	dm2540
dm12109	dm12701
dm10293	dm8251
dm5170	dm8279
dm10431	dm2751
dm12611	dm7889
dm12211	dm6401
dm11050	dm9121
dm1459	dm4681
dm7525	dm9769
dm12611	dm6086
dm10320	dm1115
dm1115	dm13241
dm2233	dm5416
dm11947	dm7693
dm6482	dm7334
dm3137	dm3543
dm10163	dm2792
dm3211	dm7788
dm10708	dm3601
dm1680	dm3260
dm4130	dm9151
dm2030	dm7108
dm10462	dm948
dm4593	dm9234
dm7405	dm7684
dm6279	dm9568
dm6448	dm9789
dm4441	dm4565
dm10002	dm7611
dm742	dm8741
dm10135	dm3198
dm3125	dm7907
dm3181	dm7650
dm10320	dm5244
dm10084	dm3887
dm11188	dm5652
dm5940	dm7024
dm4906	dm6626
dm12247	dm4245
dm12630	dm7722
dm2512	dm7022
dm13577	dm9548
dm8185	dm8813
dm5839	dm7682
dm4824	dm6428
dm1508	dm5878
dm2807	dm4293
dm11289	dm6754
dm7185	dm8472
dm6723	dm9743
dm5281	dm8149
dm11032	dm2763
dm12326	dm333
dm11011	dm2370
dm5616	dm8175
dm2560	dm4232
dm5120	dm99
dm11812	dm1236
dm6209	dm9274
dm13921	dm8766
dm13881	dm8371
dm3659	dm828
dm2978	dm6405
dm3808	dm8687
dm3522	dm4331
dm1994	dm4824
dm10342	dm6245
dm12379	dm1657
dm11809	dm4867
dm11914	dm9448
dm4332	dm8646
dm12109	dm2928
dm2782	dm3808
dm7076	dm9592
dm3568	dm390
dm11311	dm8354
dm4756	dm878
dm1512	dm4380
dm1181	dm2164
dm1547	dm3308
dm3876	dm8867
dm2035	dm6951
dm10637	dm13263
dm1235	dm2203
dm4362	dm809
dm8548	dm911
dm12913	dm5787
dm12439	dm9121
dm195	dm3716
dm11974	dm3221
dm5043	dm7079
dm10534	dm10778
dm13998	dm2633
dm4368	dm9086
dm10785	dm12115
dm435	dm5913
dm11150	dm3601
dm11311	dm2156
dm4700	dm7359
dm8158	dm8349
dm10341	dm2468
dm12116	dm3456
dm2452	dm5702
dm6415	dm6850
dm3602	dm4961
dm10436	dm6805
dm10320	dm2987
dm3432	dm5830
dm1099	dm2147
dm13596	dm6657
dm7233	dm8285
dm2465	dm7253
dm6243	dm6606
dm5259	dm7113
dm1157	dm12353
dm4209	dm7035
dm2344	dm621
dm6687	dm9332
dm62	dm8353
dm11240	dm5533
dm10035	dm7024
dm498	dm7436
dm2449	dm2787
dm1155	dm9843
dm7079	dm7160
dm4209	dm4787
dm5801	dm8251
dm10355	dm13193
dm6411	dm8754
dm5937	dm6447
dm13417	dm860
dm2388	dm6715
dm3585	dm8487
dm2274	dm9181
dm11162	dm4332
dm6716	dm8884
dm1326	dm9884
dm13870	dm9947
dm104	dm2228
dm7881	dm8251
dm12630	dm7688
dm13600	dm2235
dm9271	dm9884
dm1532	dm2324
dm3772	dm761
dm1326	dm3291
dm305	dm9765
dm3221	dm9798
dm496	dm7953
dm7518	dm7662
dm10291	dm5394
dm5101	dm7010
dm8215	dm8215
dm8736	dm909
dm1182	dm4837
dm11485	dm4060
dm4943	dm6824
dm10216	dm4204
dm2055	dm4946
dm10444	dm2794
dm11947	dm9867
dm4788	dm5570
dm12325	dm1365
dm7233	dm7572
dm2374	dm3615
dm4920	dm9392
dm12949	dm2000
dm4995	dm6278
dm3615	dm9271
dm8659	dm9123
dm10714	dm8935
dm1061	dm1581
dm2093	dm9445
dm12699	dm2928
dm2763	dm7453
dm5604	dm9129
dm701	dm8280
dm10897	dm1217
dm10324	dm3662
dm1457	dm4130
dm12789	dm4107
dm13580	dm3224
dm10058	dm2999
dm10111	dm5292
dm590	dm6994
dm5937	dm9253
dm12717	dm3950
dm12029	dm5604
dm7536	dm874
dm6062	dm6062
dm1604	dm4989
dm11120	dm6770
dm10082	dm13084
dm2806	dm809
dm4077	dm9628
dm2776	dm6671
dm9661	dm9885
dm12843	dm9127
dm2738	dm3245
dm7537	dm7721
dm5058	dm6300
dm3351	dm979
dm5381	dm8987
dm4368	dm8447
dm6695	dm8922
dm1152	dm442
dm2847	dm3409
dm2233	dm3751
dm4093	dm718
dm5077	dm7599
dm3060	dm8134
dm4360	dm6341
dm12593	dm1726
dm5208	dm7275
dm4571	dm6379
dm10004	dm9599
dm701	dm7214
dm3447	dm6909
dm1891	dm2319
dm3540	dm4766
dm10898	dm5025
dm11886	dm2073
dm8621	dm9755
dm8667	dm8741
dm196	dm2272
dm2354	dm8215
dm11635	dm12560
dm12010	dm13973
dm10163	dm11751
dm1500	dm2003
dm1252	dm6607
dm13537	dm4241
dm13583	dm3458
dm3439	dm7702
dm7722	dm8158
dm3307	dm852
dm3601	dm860
dm2889	dm7111
dm1936	dm2465
dm13015	dm9146
dm3899	dm4320
dm11529	dm590
dm2252	dm8589
dm2800	dm5848
dm13660	dm9203
dm1718	dm4107
dm11834	dm9843
dm6584	dm7103
dm11311	dm3387
dm7993	dm8023
dm3570	dm7078
dm5740	dm6831
dm6025	dm809
dm2532	dm6074
dm10898	dm6809
dm12354	dm2306
dm7549	dm9017
dm3134	dm445
dm2041	dm7916
dm6529	dm822
dm2518	dm7685
dm5639	dm7448
dm11240	dm852
dm2478	dm3211
dm10320	dm3746
dm3574	dm650
dm4443	dm6074
dm5583	dm8309
dm6074	dm7251
dm3184	dm923
dm1768	dm6024
dm5473	dm5483
dm126	dm2950
dm13263	dm2071
dm11839	dm13790
dm152	dm3351
dm2403	dm6074
dm3772	dm5784
dm106	dm5956
dm10749	dm6295
dm104	dm9758
dm11909	dm7273
dm12325	dm2945
dm6950	dm840
dm3457	dm481
dm2006	dm4766
dm12247	dm7536
dm13897	dm7143
dm1526	dm8333
dm10209	dm4942
dm2809	dm9253
dm2003	dm6024
dm933	dm9467
dm5720	dm6846
dm126	dm7085
dm11680	dm9236
dm2634	dm7550
dm2370	dm8157
dm12333	dm12989
dm3879	dm7581
dm10731	dm2171
dm2265	dm7515
dm1626	dm2799
dm4824	dm9583
dm2839	dm823
dm4493	dm8523
dm11580	dm3692
dm11855	dm4548
dm11528	dm7230
dm6009	dm8190
dm135	dm7190
dm6541	dm7523
dm7143	dm8646
dm3772	dm8662
dm3662	dm3662
dm4766	dm5536
dm12166	dm373
dm11042	dm3182
dm2382	dm509
dm2073	dm877
dm3857	dm6149
dm13116	dm6487
dm2799	dm6178
dm4294	dm8029
dm2467	dm3669
dm10801	dm9308
dm13037	dm1552
dm4431	dm6990
dm1157	dm4769
dm1618	dm8279
dm6481	dm8884
dm7974	dm9934
dm2713	dm612
dm7214	dm9105
dm4319	dm7055
dm2243	dm6486
dm10553	dm11528
dm3180	dm3973
dm12164	dm1468
dm11343	dm1936
dm7149	dm7625
dm11311	dm5156
dm715	dm9167
dm2246	dm4232
dm10780	dm1544
dm399	dm9573
dm5344	dm559
dm12807	dm1420
dm4680	dm6086
dm11042	dm11948
dm4339	dm9290
dm1277	dm13770
dm1868	dm6989
dm11869	dm8731
dm13581	dm8568
dm1627	dm9755
dm906	dm9583
dm3781	dm736
dm1147	dm701
dm496	dm8140
dm2792	dm776
dm1994	dm6715
dm1135	dm2397
dm2999	dm497
dm13660	dm7524
dm1399	dm6909
dm11077	dm72
dm8296	dm9130
dm2654	dm333
dm13037	dm6972
dm5199	dm6191
dm3530	dm6009
dm11337	dm12053
dm12065	dm6381
dm3260	dm7089
dm1647	dm2125
dm13985	dm3844
dm255	dm7318
dm2661	dm8011
dm5292	dm7742
dm12210	dm7724
dm6686	dm9271
dm129	dm6716
dm8598	dm9597
dm4737	dm4737
dm10494	dm6294
dm11484	dm4359
dm10314	dm6357
dm12073	dm6405
dm10293	dm1147
dm8023	dm8023
dm5702	dm853
dm106	dm9657
dm3523	dm7829
dm1953	dm7378
dm3716	dm8989
dm13120	dm5927
dm12878	dm2512
dm10727	dm13582
dm12490	dm2721
dm2184	dm2915
dm2871	dm4241
dm7790	dm9271
dm559	dm923
dm5407	dm8402
dm6389	dm72
dm9448	dm9640
dm4007	dm8299
dm3751	dm6088
dm4824	dm7882
dm2193	dm5592
dm10729	dm11262
dm6026	dm8309
dm2944	dm715
dm1030	dm11430
dm2654	dm8874
dm4737	dm5245
dm3615	dm8893
dm1065	dm715
dm11947	dm4534
dm6482	dm6810
dm7474	dm7931
dm3429	dm8766
dm2718	dm7748
dm11538	dm2336
dm1048	dm860
dm11887	dm158
dm3150	dm4788
dm120	dm4852
dm2538	dm3662
dm11663	dm132
dm464	dm7451
dm10784	dm2711
dm13193	dm8699
dm13240	dm1661
dm5514	dm590
dm3602	dm4358
dm1326	dm13407
dm6972	dm756
dm2318	dm6809
dm1380	dm5172
dm3887	dm6768
dm498	dm6063
dm11947	dm7420
dm10481	dm12783
dm3530	dm6481
dm12611	dm13349
dm425	dm8393
dm7567	dm9559
dm11663	dm2876
dm291	dm3832
dm11726	dm8813
dm6448	dm7613
dm13382	dm7513
dm12953	dm4019
dm1255	dm9661
dm5300	dm8456
dm11636	dm2236
dm13597	dm2945
dm7466	dm7613
dm3967	dm6909
dm4331	dm8402
dm5157	dm9446
dm7448	dm7929
dm12324	dm5056
dm12953	dm2663
dm7022	dm7974
dm2683	dm7113
dm11409	dm13241
dm6074	dm8272
dm11451	dm5516
dm3521	dm8186
dm2717	dm7272
dm11974	dm1685
dm5244	dm9060
dm6447	dm6666
dm1140	dm662
dm1182	dm4892
dm6518	dm8275
dm12302	dm2266
dm3894	dm7693
dm4700	dm7161
dm4998	dm837
dm2244	dm2268
dm12843	dm3857
dm12633	dm916
dm12159	dm1218
dm4232	dm5740
dm1878	dm5830
dm4153	dm5740
dm5302	dm7317
dm10324	dm6868
dm1649	dm2904
dm1547	dm6209
dm11533	dm3342
dm12049	dm5812
dm13985	dm8999
dm12045	dm5160
dm444	dm8037
dm135	dm7772
dm10860	dm1444
dm13355	dm8371
dm3669	dm948
dm10211	dm11538
dm13176	dm1435
dm3753	dm8686
dm11731	dm11731
dm2452	dm246
dm1685	dm809
dm10727	dm5121
dm2476	dm4209
dm8186	dm9532
dm13937	dm1576
dm11346	dm3625
dm10958	dm8884
dm14038	dm7741
dm10268	dm9083
dm13787	dm8935
dm6381	dm952
dm12584	dm1374
dm8884	dm9205
dm2442	dm9394
dm2260	dm3180
dm6888	dm9271
dm4008	dm8251
dm6259	dm7275
dm1924	dm715
dm195	dm9057
dm10997	dm6649
dm10375	dm2233
dm132	dm8838
dm10112	dm6389
dm13337	dm5529
dm6209	dm9220
dm13599	dm3310
dm11173	dm1474
dm13660	dm7214
dm8346	dm8682
dm1281	dm8920
dm1380	dm8545
dm43	dm612
dm12825	dm3946
dm1181	dm8276
dm2397	dm3260
dm12441	dm13085
dm3708	dm5805
dm2402	dm900
dm11289	dm6518
dm6013	dm6191
dm5191	dm9469
dm11457	dm496
dm13297	dm6576
dm12518	dm9023
dm7323	dm7448
dm12749	dm4957
dm5381	dm5725
dm168	dm6753
dm13194	dm9057
dm6054	dm7380
dm4153	dm6404
dm12240	dm7885
dm12114	dm8667
dm11318	dm9533
dm11431	dm3987
dm11032	dm4332
dm4595	dm8693
dm1527	dm7581
dm10997	dm7724
dm2252	dm4948
dm12380	dm7158
dm3921	dm7974
dm2099	dm2191
dm11043	dm4824
dm9111	dm9574
dm12469	dm9790
dm1989	dm6116
dm4010	dm5713
dm10213	dm12012
dm6465	dm7466
dm5640	dm5785
dm1454	dm9494
dm6908	dm9678
dm12114	dm13085
dm12166	dm13597
dm4361	dm8934
dm2352	dm5229
dm1354	dm3430
dm1025	dm5078
dm11412	dm4614
dm5978	dm9204
dm1610	dm6657
dm6888	dm7195
dm11935	dm2233
dm9789	dm9789
dm12632	dm1676
dm380	dm6846
dm10431	dm9770
dm3746	dm6142
dm13143	dm2381
dm1068	dm4957
dm8402	dm9082
dm5473	dm8589
dm10183	dm9931
dm11533	dm2787
dm7536	dm7552
dm3161	dm8934
dm13850	dm6077
dm6467	dm6608
dm12413	dm2901
dm11319	dm13062
dm1195	dm13193
dm11529	dm5880
dm10321	dm1507
dm6089	dm7123
dm3150	dm9220
dm10004	dm14010
dm11312	dm7618
dm13870	dm480
dm3439	dm5136
dm2772	dm3162
dm13383	dm4570
dm106	dm9251
dm3128	dm6178
dm1348	dm3044
dm6669	dm7037
dm8025	dm9884
dm7580	dm9789
dm12248	dm661
dm2889	dm5702
dm11947	dm8077
dm7693	dm7926
dm4265	dm5292
dm1065	dm7403
dm12045	dm6196
dm10898	dm8251
dm11234	dm2822
dm3088	dm8402
dm5460	dm612
dm1173	dm6933
dm10627	dm11161
dm5937	dm6279
dm2491	dm4996
dm10552	dm6988
dm43	dm4441
dm10975	dm2738
dm11032	dm11262
dm2614	dm3181
dm12466	dm4852
dm1471	dm3409
dm4319	dm7230
dm12029	dm8386
dm10143	dm10730
dm2512	dm2836
dm3019	dm8280
dm305	dm6667
dm5056	dm7255
dm3078	dm597
dm5741	dm7111
dm10207	dm9332
dm5298	dm6943
dm3603	dm6089
dm1418	dm3894
dm446	dm9764
dm11070	dm11100
dm1843	dm3906
dm2271	dm3213
dm10550	dm4836
dm10355	dm526
dm10613	dm8982
dm10852	dm6716
dm2271	dm6584
dm2228	dm5101
dm12196	dm8297
dm1937	dm6343
dm2654	dm3376
dm7584	dm7633
dm4493	dm834
dm12719	dm509
dm11631	dm3751
dm3876	dm8709
dm11018	dm5106
dm14041	dm5846
dm3602	dm7237
dm11807	dm2465
dm2578	dm9217
dm9123	dm9583
dm11749	dm13730
dm3558	dm650
dm10733	dm13830
dm1576	dm9449
dm6280	dm9253
dm10898	dm6674
dm7022	dm809
dm13922	dm373
dm10431	dm11840
dm2068	dm900
dm12071	dm4044
dm4957	dm6278
dm8157	dm9044
dm13921	dm822
dm6972	dm9571
dm4202	dm4852
dm2436	dm7363
dm718	dm7609
dm6875	dm9707
dm1768	dm246
dm3934	dm4466
dm3959	dm7599
dm13141	dm548
dm11949	dm11974
dm10183	dm1856
dm13671	dm4772
dm13012	dm5491
dm10574	dm6402
dm6784	dm9568
dm1468	dm6377
dm195	dm4506
dm3663	dm6245
dm1991	dm2186
dm7887	dm8589
dm1724	dm3894
dm12696	dm7320
dm12463	dm3710
dm3817	dm8699
dm2987	dm9592
dm12829	dm9370
dm14065	dm8371
dm10112	dm5979
dm11775	dm8186
dm4624	dm6888
dm1182	dm8747
dm4232	dm6074
dm3692	dm8336
dm1846	dm5616
dm2996	dm3997
dm5281	dm5466
dm392	dm7254
dm2675	dm8953
dm241	dm6062
dm2255	dm4919
dm12198	dm7518
dm11339	dm4519
dm8157	dm9789
dm3363	dm8173
dm12194	dm3481
dm1958	dm2945
dm6540	dm7685
dm6465	dm7317
dm3692	dm7744
dm2623	dm5331
dm2218	dm8886
dm2998	dm5669
dm1526	dm5957
dm8186	dm9373
dm2350	dm9583
dm2544	dm286
dm11726	dm3469
dm4090	dm8029
dm8309	dm8815
dm8664	dm9768
dm11606	dm1567
dm5341	dm9273
dm2344	dm746
dm10591	dm5604
dm10431	dm5240
dm11289	dm12490
dm3772	dm4565
dm5570	dm809
dm1988	dm3939
dm2987	dm6259
dm473	dm6665
dm2738	dm4867
dm12912	dm5979
dm4125	dm9684
dm12701	dm7648
dm3110	dm6825
dm11238	dm5299
dm13660	dm5593
dm1218	dm7228
dm9843	dm9843
dm8038	dm9190
dm14093	dm2398
dm5359	dm7513
dm5720	dm6179
dm6470	dm6867
dm6391	dm9583
dm4492	dm5281
dm13040	dm6807
dm4360	dm7993
dm12670	dm787
dm10933	dm12719
dm2896	dm8741
dm4902	dm5085
dm11484	dm1570
dm12843	dm7320
dm1681	dm4482
dm10631	dm6007
dm10787	dm10897
dm12721	dm2271
dm11750	dm3887
dm3616	dm6826
dm6063	dm7255
dm7599	dm7599
dm11871	dm1390
dm10216	dm5407
dm2868	dm3751
dm7024	dm7537
dm6411	dm8884
dm5299	dm8299
dm10141	dm498
dm3895	dm5410
dm6607	dm6665
dm11426	dm2093
dm7648	dm7648
dm4919	dm5629
dm12326	dm3365
dm1646	dm5152
dm3939	dm4120
dm3517	dm5705
dm5366	dm7182
dm13582	dm7023
dm3973	dm4058
dm12073	dm6104
dm172	dm5604
dm10326	dm3959
dm2186	dm9592
dm6074	dm8620
dm126	dm304
dm10233	dm4766
dm2675	dm5221
dm1815	dm6867
dm11706	dm6076
dm2203	dm480
dm10183	dm7448
dm13699	dm1559
dm7519	dm7610
dm549	dm7023
dm11290	dm8226
dm1508	dm5334
dm7301	dm7466
dm159	dm834
dm11163	dm2236
dm2714	dm3075
dm382	dm9080
dm10402	dm1716
dm4268	dm5927
dm6293	dm7515
dm1420	dm9259
dm3890	dm4550
dm11454	dm642
dm7885	dm8079
dm195	dm8838
dm2071	dm8084
dm4602	dm7582
dm11320	dm4637
dm7681	dm9640
dm1577	dm3669
dm11162	dm9370
dm8296	dm9233
dm3716	dm5348
dm11481	dm6341
dm11750	dm6075
dm4310	dm8667
dm11949	dm4190
dm10321	dm12045
dm4706	dm8035
dm4636	dm5100
dm6389	dm8667
dm12073	dm3212
dm11451	dm3279
dm13557	dm8083
dm10591	dm2574
dm6245	dm8803
dm1195	dm5957
dm279	dm5298
dm12880	dm3717
dm3953	dm6983
dm1013	dm3492
dm5101	dm7648
dm13240	dm5044
dm10859	dm7747
dm3365	dm6784
dm3340	dm8280
dm1567	dm8061
dm13985	dm822
dm3078	dm3617
dm2676	dm7610
dm11506	dm11840
dm3751	dm6950
dm214	dm6279
dm10142	dm13144
dm5398	dm819
dm6932	dm9428
dm2713	dm439
dm13141	dm4382
dm1399	dm8627
dm1102	dm11268
dm11011	dm11189
dm5318	dm8884
dm3615	dm923
dm7143	dm809
dm5616	dm7300
dm11311	dm6048
dm11530	dm779
dm262	dm5725
dm1894	dm5848
dm13143	dm6688
dm12718	dm7441
dm10640	dm13924
dm12407	dm3816
dm12215	dm173
dm10779	dm5044
dm10292	dm10801
dm2444	dm9291
dm10355	dm11358
dm2037	dm406
dm7562	dm9082
dm5740	dm6375
dm12440	dm9594
dm5639	dm9947
dm1965	dm3492
dm267	dm7055
dm6436	dm6909
dm1402	dm5407
dm11311	dm4737
dm157	dm2259
dm10183	dm1102
dm1007	dm2377
dm1195	dm9200
dm4492	dm7416
dm1744	dm593
dm2890	dm7610
dm4671	dm8712
dm11853	dm7580
dm12275	dm12299
dm11289	dm4269
dm3967	dm7183
dm3323	dm4879
dm6007	dm7949
dm11707	dm2202
dm6355	dm7613
dm11481	dm11680
dm5894	dm7185
dm7165	dm7974
dm8813	dm9569
dm2945	dm9736
dm1365	dm6074
dm135	dm7496
dm1540	dm3895
dm3936	dm9233
dm12651	dm244
dm3317	dm6346
dm3581	dm4008
dm2055	dm6147
dm6389	dm7756
dm11314	dm11679
dm6225	dm6963
dm379	dm6259
dm1995	dm3182
dm4989	dm6931
dm13111	dm3409
dm10752	dm2578
dm1147	dm7081
dm13922	dm6470
dm2822	dm6331
dm2928	dm3887
dm3211	dm4957
dm1780	dm2450
dm12857	dm7162
dm5830	dm715
dm12193	dm8309
dm4211	dm7036
dm6227	dm6389
dm10934	dm3626
dm23	dm878
dm10520	dm11738
dm5208	dm9081
dm5259	dm7184
dm13335	dm5995
dm4766	dm5048
dm12073	dm6803
dm4187	dm9680
dm10674	dm8275
dm1154	dm682
dm1251	dm2416
dm10444	dm6691
dm4310	dm519
dm3683	dm4452
dm383	dm809
dm10316	dm12495
dm5244	dm5676
dm1119	dm5937
dm11430	dm3350
dm2588	dm9551
dm10314	dm126
dm7185	dm8077
dm10142	dm9933
dm3694	dm8687
dm5804	dm9269
dm3245	dm9220
dm12114	dm13301
dm11888	dm12224
dm4815	dm9202
dm5763	dm7730
dm2847	dm3386
dm12718	dm7214
dm4700	dm8416
dm4506	dm5295
dm1823	dm5604
dm2003	dm7043
dm12078	dm5707
dm12491	dm13084
dm13597	dm247
dm2641	dm5410
dm3059	dm8037
dm3221	dm8259
dm3879	dm8430
dm7452	dm7681
dm3449	dm4636
dm1296	dm4008
dm546	dm7159
dm489	dm5407
dm1732	dm4093
dm12947	dm5997
dm2171	dm6247
dm11381	dm3613
dm11292	dm6803
dm6715	dm9020
dm6191	dm6995
dm2035	dm5135
dm10979	dm12436
dm11212	dm6754
dm2179	dm2859
dm13661	dm13837
dm10677	dm7451
dm6259	dm7513
dm3706	dm6988
dm1048	dm3351
dm10142	dm3084
